"year","jurisdiction","cause_subgroup","deaths"
"2021","North Dakota","Malignant neoplasms","1344"
"2021","North Dakota","Hypertensive diseases","12"
"2021","North Dakota","Diabetes","11"
"2021","Ohio","Diabetes","4459"
"2021","Ohio","Ischemic heart disease","15876"
"2021","Ohio","Malignant neoplasms","25046"
"2021","Ohio","Renal failure","2217"
"2021","Ohio","Other diseases of the circulatory system","8997"
"2021","Ohio","Alzheimer disease and dementia","11222"
"2021","Ohio","Other diseases of the respiratory system","3173"
"2021","Ohio","Hypertensive diseases","4449"
"2021","Ohio","Sepsis","2071"
"2021","Ohio","Cerebrovascular diseases","7205"
"2021","Ohio","Influenza and pneumonia","1645"
"2021","Ohio","Chronic lower respiratory disease","6399"
"2021","Ohio","Heart failure","3978"
"2021","Oklahoma","Sepsis","101"
"2021","Oklahoma","Influenza and pneumonia","263"
"2021","Oklahoma","Renal failure","183"
"2021","Oklahoma","Hypertensive diseases","5221"
"2021","Oklahoma","Alzheimer disease and dementia","3172"
"2021","Oklahoma","Other diseases of the circulatory system","1563"
"2021","Oklahoma","Malignant neoplasms","8116"
"2021","Oklahoma","Heart failure","747"
"2021","Oklahoma","Cerebrovascular diseases","1845"
"2021","Oklahoma","Other diseases of the respiratory system","535"
"2021","Oklahoma","Diabetes","1575"
"2021","Oklahoma","Ischemic heart disease","5080"
"2021","Oklahoma","Chronic lower respiratory disease","2773"
"2021","Oregon","Ischemic heart disease","3624"
"2021","Oregon","Malignant neoplasms","8560"
"2021","Oregon","Hypertensive diseases","1490"
"2021","Oregon","Chronic lower respiratory disease","1880"
"2021","Oregon","Other diseases of the circulatory system","2883"
"2021","Oregon","Diabetes","1422"
"2021","Oregon","Alzheimer disease and dementia","4666"
"2021","Oregon","Influenza and pneumonia","13"
"2021","Oregon","Cerebrovascular diseases","2343"
"2021","Oregon","Renal failure","117"
"2021","Oregon","Heart failure","968"
"2021","Oregon","Other diseases of the respiratory system","551"
"2021","Pennsylvania","Other diseases of the circulatory system","9748"
"2021","Pennsylvania","Cerebrovascular diseases","6784"
"2021","Pennsylvania","Diabetes","4162"
"2021","Pennsylvania","Malignant neoplasms","27694"
"2021","Pennsylvania","Influenza and pneumonia","1845"
"2021","Pennsylvania","Ischemic heart disease","16956"
"2021","Pennsylvania","Other diseases of the respiratory system","3441"
"2021","Pennsylvania","Hypertensive diseases","3770"
"2021","Pennsylvania","Sepsis","2543"
"2021","Pennsylvania","Heart failure","4834"
"2021","Pennsylvania","Renal failure","3000"
"2021","Pennsylvania","Alzheimer disease and dementia","12365"
"2021","Pennsylvania","Chronic lower respiratory disease","5536"
"2021","Puerto Rico","Cerebrovascular diseases","1327"
"2021","Puerto Rico","Diabetes","3239"
"2021","Puerto Rico","Alzheimer disease and dementia","3329"
"2021","Puerto Rico","Influenza and pneumonia","645"
"2021","Puerto Rico","Sepsis","618"
"2021","Puerto Rico","Ischemic heart disease","3301"
"2021","Puerto Rico","Renal failure","1004"
"2021","Puerto Rico","Heart failure","387"
"2021","Puerto Rico","Chronic lower respiratory disease","1035"
"2021","Puerto Rico","Other diseases of the circulatory system","829"
"2021","Puerto Rico","Other diseases of the respiratory system","674"
"2021","Puerto Rico","Hypertensive diseases","1636"
"2021","Puerto Rico","Malignant neoplasms","5226"
"2021","Rhode Island","Ischemic heart disease","1484"
"2021","Rhode Island","Other diseases of the circulatory system","497"
"2021","Rhode Island","Chronic lower respiratory disease","158"
"2021","Rhode Island","Cerebrovascular diseases","206"
"2021","Rhode Island","Alzheimer disease and dementia","1177"
"2021","Rhode Island","Diabetes","12"
"2021","Rhode Island","Malignant neoplasms","2213"
"2021","Rhode Island","Renal failure","14"
"2021","Rhode Island","Hypertensive diseases","24"
"2021","South Carolina","Renal failure","825"
"2021","South Carolina","Malignant neoplasms","10376"
"2021","South Carolina","Alzheimer disease and dementia","5435"
"2021","South Carolina","Other diseases of the circulatory system","3410"
"2021","South Carolina","Diabetes","1739"
"2021","South Carolina","Heart failure","1635"
"2021","South Carolina","Cerebrovascular diseases","3009"
"2021","South Carolina","Hypertensive diseases","2275"
"2021","South Carolina","Other diseases of the respiratory system","1242"
"2021","South Carolina","Chronic lower respiratory disease","2830"
"2021","South Carolina","Influenza and pneumonia","374"
"2021","South Carolina","Sepsis","717"
"2021","South Carolina","Ischemic heart disease","5791"
"2021","South Dakota","Other diseases of the circulatory system","165"
"2021","South Dakota","Chronic lower respiratory disease","204"
"2021","South Dakota","Alzheimer disease and dementia","516"
"2021","South Dakota","Malignant neoplasms","1740"
"2021","South Dakota","Diabetes","35"
"2021","South Dakota","Cerebrovascular diseases","82"
"2021","South Dakota","Hypertensive diseases","25"
"2021","South Dakota","Ischemic heart disease","1123"
"2021","Tennessee","Influenza and pneumonia","1307"
"2021","Tennessee","Renal failure","1265"
"2021","Tennessee","Hypertensive diseases","4044"
"2021","Tennessee","Malignant neoplasms","14856"
"2021","Tennessee","Alzheimer disease and dementia","7307"
"2021","Tennessee","Cerebrovascular diseases","4119"
"2021","Tennessee","Other diseases of the circulatory system","4160"
"2021","Tennessee","Other diseases of the respiratory system","1683"
"2021","Tennessee","Diabetes","2739"
"2021","Tennessee","Chronic lower respiratory disease","4548"
"2021","Tennessee","Heart failure","1372"
"2021","Tennessee","Ischemic heart disease","11343"
"2021","Tennessee","Sepsis","1134"
"2021","Texas","Alzheimer disease and dementia","21497"
"2021","Texas","Hypertensive diseases","9403"
"2021","Texas","Ischemic heart disease","27696"
"2021","Texas","Sepsis","3631"
"2021","Texas","Other diseases of the circulatory system","12634"
"2021","Texas","Influenza and pneumonia","2987"
"2021","Texas","Other diseases of the respiratory system","4960"
"2021","Texas","Malignant neoplasms","42973"
"2021","Texas","Cerebrovascular diseases","12116"
"2021","Texas","Chronic lower respiratory disease","10087"
"2021","Texas","Diabetes","8174"
"2021","Texas","Renal failure","4485"
"2021","Texas","Heart failure","6041"
"2021","United States","Cerebrovascular diseases","162601"
"2021","United States","Chronic lower respiratory disease","142017"
"2021","United States","Other diseases of the circulatory system","183476"
"2021","United States","Sepsis","41221"
"2021","United States","Hypertensive diseases","124277"
"2021","United States","Heart failure","84822"
"2021","United States","Diabetes","103044"
"2021","United States","Malignant neoplasms","604277"
"2021","United States","Alzheimer disease and dementia","278668"
"2021","United States","Ischemic heart disease","375155"
"2021","United States","Other diseases of the respiratory system","66495"
"2021","United States","Renal failure","53183"
"2021","United States","Influenza and pneumonia","41898"
"2021","Utah","Ischemic heart disease","1912"
"2021","Utah","Hypertensive diseases","521"
"2021","Utah","Chronic lower respiratory disease","868"
"2021","Utah","Influenza and pneumonia","11"
"2021","Utah","Renal failure","60"
"2021","Utah","Malignant neoplasms","3594"
"2021","Utah","Sepsis","23"
"2021","Utah","Other diseases of the circulatory system","1337"
"2021","Utah","Cerebrovascular diseases","919"
"2021","Utah","Diabetes","807"
"2021","Utah","Heart failure","934"
"2021","Utah","Other diseases of the respiratory system","162"
"2021","Utah","Alzheimer disease and dementia","2154"
"2021","Vermont","Hypertensive diseases","22"
"2021","Vermont","Malignant neoplasms","1391"
"2021","Vermont","Ischemic heart disease","1073"
"2021","Vermont","Other diseases of the circulatory system","37"
"2021","Vermont","Chronic lower respiratory disease","11"
"2021","Vermont","Alzheimer disease and dementia","499"
"2021","Virginia","Other diseases of the circulatory system","4899"
"2021","Virginia","Other diseases of the respiratory system","1858"
"2021","Virginia","Chronic lower respiratory disease","3166"
"2021","Virginia","Ischemic heart disease","8508"
"2021","Virginia","Hypertensive diseases","2244"
"2021","Virginia","Sepsis","1050"
"2021","Virginia","Alzheimer disease and dementia","8193"
"2021","Virginia","Heart failure","2508"
"2021","Virginia","Diabetes","2644"
"2021","Virginia","Influenza and pneumonia","872"
"2021","Virginia","Malignant neoplasms","15558"
"2021","Virginia","Renal failure","1598"
"2021","Virginia","Cerebrovascular diseases","4058"
"2021","Washington","Ischemic heart disease","7374"
"2021","Washington","Renal failure","134"
"2021","Washington","Cerebrovascular diseases","3190"
"2021","Washington","Sepsis","342"
"2021","Washington","Chronic lower respiratory disease","2643"
"2021","Washington","Other diseases of the respiratory system","1398"
"2021","Washington","Other diseases of the circulatory system","3770"
"2021","Washington","Malignant neoplasms","13568"
"2021","Washington","Hypertensive diseases","2633"
"2021","Washington","Influenza and pneumonia","279"
"2021","Washington","Alzheimer disease and dementia","6585"
"2021","Washington","Heart failure","530"
"2021","Washington","Diabetes","2229"
"2021","West Virginia","Other diseases of the circulatory system","1162"
"2021","West Virginia","Sepsis","59"
"2021","West Virginia","Other diseases of the respiratory system","200"
"2021","West Virginia","Ischemic heart disease","3351"
"2021","West Virginia","Cerebrovascular diseases","979"
"2021","West Virginia","Diabetes","1164"
"2021","West Virginia","Renal failure","502"
"2021","West Virginia","Influenza and pneumonia","147"
"2021","West Virginia","Malignant neoplasms","4712"
"2021","West Virginia","Alzheimer disease and dementia","1989"
"2021","West Virginia","Heart failure","285"
"2021","West Virginia","Chronic lower respiratory disease","1534"
"2021","West Virginia","Hypertensive diseases","882"
"2021","Wisconsin","Ischemic heart disease","6983"
"2021","Wisconsin","Alzheimer disease and dementia","5604"
"2021","Wisconsin","Other diseases of the respiratory system","1124"
"2021","Wisconsin","Other diseases of the circulatory system","3663"
"2021","Wisconsin","Cerebrovascular diseases","2603"
"2021","Wisconsin","Renal failure","802"
"2021","Wisconsin","Diabetes","1676"
"2021","Wisconsin","Heart failure","1610"
"2021","Wisconsin","Sepsis","403"
"2021","Wisconsin","Malignant neoplasms","11235"
"2021","Wisconsin","Hypertensive diseases","1798"
"2021","Wisconsin","Chronic lower respiratory disease","2432"
"2021","Wisconsin","Influenza and pneumonia","299"
"2021","Wyoming","Chronic lower respiratory disease","36"
"2021","Wyoming","Other diseases of the circulatory system","23"
"2021","Wyoming","Ischemic heart disease","413"
"2021","Wyoming","Alzheimer disease and dementia","137"
"2021","Wyoming","Malignant neoplasms","1047"
"2022","Alabama","Chronic lower respiratory disease","3096"
"2022","Alabama","Other diseases of the circulatory system","5847"
"2022","Alabama","Sepsis","1124"
"2022","Alabama","Renal failure","1288"
"2022","Alabama","Hypertensive diseases","2966"
"2022","Alabama","Alzheimer disease and dementia","5137"
"2022","Alabama","Diabetes","1588"
"2022","Alabama","Influenza and pneumonia","877"
"2022","Alabama","Cerebrovascular diseases","3165"
"2022","Alabama","Ischemic heart disease","4792"
"2022","Alabama","Other diseases of the respiratory system","1428"
"2022","Alabama","Malignant neoplasms","10101"
"2022","Alabama","Heart failure","2514"
"2022","Alaska","Other diseases of the circulatory system","41"
"2022","Alaska","Cerebrovascular diseases","14"
"2022","Alaska","Ischemic heart disease","242"
"2022","Alaska","Alzheimer disease and dementia","112"
"2022","Alaska","Malignant neoplasms","1001"
"2022","Arizona","Other diseases of the respiratory system","1371"
"2022","Arizona","Diabetes","2424"
"2022","Arizona","Cerebrovascular diseases","3380"
"2022","Arizona","Ischemic heart disease","8384"
"2022","Arizona","Hypertensive diseases","3432"
"2022","Arizona","Heart failure","1117"
"2022","Arizona","Influenza and pneumonia","939"
"2022","Arizona","Renal failure","786"
"2022","Arizona","Malignant neoplasms","13258"
"2022","Arizona","Chronic lower respiratory disease","3601"
"2022","Arizona","Sepsis","261"
"2022","Arizona","Other diseases of the circulatory system","3644"
"2022","Arizona","Alzheimer disease and dementia","6700"
"2022","Arkansas","Cerebrovascular diseases","1723"
"2022","Arkansas","Malignant neoplasms","6572"
"2022","Arkansas","Chronic lower respiratory disease","2396"
"2022","Arkansas","Ischemic heart disease","4876"
"2022","Arkansas","Hypertensive diseases","1817"
"2022","Arkansas","Other diseases of the circulatory system","1561"
"2022","Arkansas","Diabetes","1413"
"2022","Arkansas","Renal failure","772"
"2022","Arkansas","Heart failure","1093"
"2022","Arkansas","Sepsis","515"
"2022","Arkansas","Other diseases of the respiratory system","504"
"2022","Arkansas","Alzheimer disease and dementia","3195"
"2022","Arkansas","Influenza and pneumonia","498"
"2022","California","Malignant neoplasms","60576"
"2022","California","Sepsis","1832"
"2022","California","Hypertensive diseases","14869"
"2022","California","Other diseases of the respiratory system","4983"
"2022","California","Alzheimer disease and dementia","29909"
"2022","California","Diabetes","11597"
"2022","California","Influenza and pneumonia","5317"
"2022","California","Renal failure","4900"
"2022","California","Other diseases of the circulatory system","14668"
"2022","California","Chronic lower respiratory disease","11982"
"2022","California","Heart failure","8824"
"2022","California","Ischemic heart disease","38059"
"2022","California","Cerebrovascular diseases","18420"
"2022","Colorado","Ischemic heart disease","4173"
"2022","Colorado","Chronic lower respiratory disease","2471"
"2022","Colorado","Sepsis","284"
"2022","Colorado","Malignant neoplasms","8387"
"2022","Colorado","Other diseases of the respiratory system","1020"
"2022","Colorado","Influenza and pneumonia","269"
"2022","Colorado","Renal failure","323"
"2022","Colorado","Cerebrovascular diseases","2166"
"2022","Colorado","Alzheimer disease and dementia","4646"
"2022","Colorado","Other diseases of the circulatory system","2723"
"2022","Colorado","Heart failure","839"
"2022","Colorado","Hypertensive diseases","1636"
"2022","Colorado","Diabetes","1225"
"2022","Connecticut","Ischemic heart disease","3409"
"2022","Connecticut","Influenza and pneumonia","390"
"2022","Connecticut","Other diseases of the respiratory system","684"
"2022","Connecticut","Other diseases of the circulatory system","2011"
"2022","Connecticut","Renal failure","697"
"2022","Connecticut","Sepsis","181"
"2022","Connecticut","Malignant neoplasms","6718"
"2022","Connecticut","Diabetes","690"
"2022","Connecticut","Chronic lower respiratory disease","1232"
"2022","Connecticut","Alzheimer disease and dementia","3701"
"2022","Connecticut","Heart failure","1323"
"2022","Connecticut","Cerebrovascular diseases","1533"
"2022","Connecticut","Hypertensive diseases","992"
"2022","Delaware","Heart failure","26"
"2022","Delaware","Other diseases of the respiratory system","12"
"2022","Delaware","Chronic lower respiratory disease","190"
"2022","Delaware","Alzheimer disease and dementia","846"
"2022","Delaware","Malignant neoplasms","2349"
"2022","Delaware","Cerebrovascular diseases","801"
"2022","Delaware","Other diseases of the circulatory system","323"
"2022","Delaware","Diabetes","91"
"2022","Delaware","Ischemic heart disease","1249"
"2022","Delaware","Hypertensive diseases","47"
"2022","District of Columbia","Ischemic heart disease","853"
"2022","District of Columbia","Hypertensive diseases","49"
"2022","District of Columbia","Malignant neoplasms","1166"
"2022","District of Columbia","Other diseases of the circulatory system","60"
"2022","District of Columbia","Cerebrovascular diseases","78"
"2022","District of Columbia","Alzheimer disease and dementia","34"
"2022","Florida","Sepsis","2925"
"2022","Florida","Ischemic heart disease","31061"
"2022","Florida","Hypertensive diseases","9330"
"2022","Florida","Chronic lower respiratory disease","11267"
"2022","Florida","Other diseases of the respiratory system","4267"
"2022","Florida","Cerebrovascular diseases","16658"
"2022","Florida","Malignant neoplasms","46956"
"2022","Florida","Heart failure","4323"
"2022","Florida","Alzheimer disease and dementia","19486"
"2022","Florida","Diabetes","7617"
"2022","Florida","Other diseases of the circulatory system","11536"
"2022","Florida","Influenza and pneumonia","2933"
"2022","Florida","Renal failure","3786"
"2022","Georgia","Sepsis","1813"
"2022","Georgia","Other diseases of the circulatory system","6804"
"2022","Georgia","Cerebrovascular diseases","5099"
"2022","Georgia","Hypertensive diseases","5227"
"2022","Georgia","Heart failure","3894"
"2022","Georgia","Renal failure","2322"
"2022","Georgia","Other diseases of the respiratory system","2845"
"2022","Georgia","Chronic lower respiratory disease","4761"
"2022","Georgia","Diabetes","2691"
"2022","Georgia","Alzheimer disease and dementia","9112"
"2022","Georgia","Influenza and pneumonia","1338"
"2022","Georgia","Malignant neoplasms","18391"
"2022","Georgia","Ischemic heart disease","8099"
"2022","Hawaii","Other diseases of the circulatory system","903"
"2022","Hawaii","Other diseases of the respiratory system","57"
"2022","Hawaii","Chronic lower respiratory disease","23"
"2022","Hawaii","Diabetes","58"
"2022","Hawaii","Hypertensive diseases","356"
"2022","Hawaii","Malignant neoplasms","2580"
"2022","Hawaii","Cerebrovascular diseases","857"
"2022","Hawaii","Alzheimer disease and dementia","1530"
"2022","Hawaii","Influenza and pneumonia","11"
"2022","Hawaii","Ischemic heart disease","1554"
"2022","Hawaii","Renal failure","11"
"2022","Idaho","Alzheimer disease and dementia","1739"
"2022","Idaho","Other diseases of the circulatory system","991"
"2022","Idaho","Other diseases of the respiratory system","35"
"2022","Idaho","Heart failure","38"
"2022","Idaho","Diabetes","195"
"2022","Idaho","Chronic lower respiratory disease","970"
"2022","Idaho","Cerebrovascular diseases","642"
"2022","Idaho","Influenza and pneumonia","43"
"2022","Idaho","Ischemic heart disease","1715"
"2022","Idaho","Hypertensive diseases","566"
"2022","Idaho","Malignant neoplasms","3117"
"2022","Illinois","Other diseases of the circulatory system","7997"
"2022","Illinois","Malignant neoplasms","22813"
"2022","Illinois","Cerebrovascular diseases","6447"
"2022","Illinois","Other diseases of the respiratory system","2564"
"2022","Illinois","Hypertensive diseases","4302"
"2022","Illinois","Ischemic heart disease","11723"
"2022","Illinois","Sepsis","1714"
"2022","Illinois","Renal failure","2774"
"2022","Illinois","Diabetes","3396"
"2022","Illinois","Alzheimer disease and dementia","10529"
"2022","Illinois","Heart failure","4648"
"2022","Illinois","Chronic lower respiratory disease","5090"
"2022","Illinois","Influenza and pneumonia","1933"
"2022","Indiana","Alzheimer disease and dementia","6793"
"2022","Indiana","Influenza and pneumonia","829"
"2022","Indiana","Chronic lower respiratory disease","4590"
"2022","Indiana","Ischemic heart disease","7800"
"2022","Indiana","Diabetes","2514"
"2022","Indiana","Renal failure","1549"
"2022","Indiana","Cerebrovascular diseases","3491"
"2022","Indiana","Malignant neoplasms","13831"
"2022","Indiana","Other diseases of the respiratory system","1759"
"2022","Indiana","Sepsis","810"
"2022","Indiana","Heart failure","2373"
"2022","Indiana","Other diseases of the circulatory system","4237"
"2022","Indiana","Hypertensive diseases","2655"
"2022","Iowa","Hypertensive diseases","1259"
"2022","Iowa","Cerebrovascular diseases","1374"
"2022","Iowa","Ischemic heart disease","4366"
"2022","Iowa","Influenza and pneumonia","218"
"2022","Iowa","Chronic lower respiratory disease","1739"
"2022","Iowa","Malignant neoplasms","6255"
"2022","Iowa","Diabetes","996"
"2022","Iowa","Heart failure","940"
"2022","Iowa","Renal failure","142"
"2022","Iowa","Other diseases of the respiratory system","643"
"2022","Iowa","Sepsis","60"
"2022","Iowa","Other diseases of the circulatory system","2019"
"2022","Iowa","Alzheimer disease and dementia","3297"
"2022","Kansas","Sepsis","33"
"2022","Kansas","Diabetes","956"
"2022","Kansas","Heart failure","673"
"2022","Kansas","Malignant neoplasms","5307"
"2022","Kansas","Hypertensive diseases","1373"
"2022","Kansas","Renal failure","441"
"2022","Kansas","Other diseases of the circulatory system","1579"
"2022","Kansas","Cerebrovascular diseases","1257"
"2022","Kansas","Alzheimer disease and dementia","3181"
"2022","Kansas","Chronic lower respiratory disease","1632"
"2022","Kansas","Influenza and pneumonia","181"
"2022","Kansas","Ischemic heart disease","3475"
"2022","Kansas","Other diseases of the respiratory system","500"
"2022","Kentucky","Chronic lower respiratory disease","3265"
"2022","Kentucky","Cerebrovascular diseases","2273"
"2022","Kentucky","Diabetes","1678"
"2022","Kentucky","Hypertensive diseases","1792"
"2022","Kentucky","Renal failure","1245"
"2022","Kentucky","Other diseases of the circulatory system","3497"
"2022","Kentucky","Ischemic heart disease","5915"
"2022","Kentucky","Malignant neoplasms","10322"
"2022","Kentucky","Other diseases of the respiratory system","1252"
"2022","Kentucky","Sepsis","1049"
"2022","Kentucky","Alzheimer disease and dementia","4732"
"2022","Kentucky","Influenza and pneumonia","786"
"2022","Kentucky","Heart failure","1444"
"2022","Louisiana","Renal failure","1062"
"2022","Louisiana","Hypertensive diseases","1978"
"2022","Louisiana","Influenza and pneumonia","409"
"2022","Louisiana","Malignant neoplasms","9133"
"2022","Louisiana","Diabetes","1654"
"2022","Louisiana","Heart failure","2207"
"2022","Louisiana","Sepsis","1118"
"2022","Louisiana","Chronic lower respiratory disease","2203"
"2022","Louisiana","Other diseases of the circulatory system","3122"
"2022","Louisiana","Alzheimer disease and dementia","4114"
"2022","Louisiana","Cerebrovascular diseases","2724"
"2022","Louisiana","Other diseases of the respiratory system","1221"
"2022","Louisiana","Ischemic heart disease","5745"
"2022","Maine","Chronic lower respiratory disease","832"
"2022","Maine","Cerebrovascular diseases","497"
"2022","Maine","Heart failure","24"
"2022","Maine","Alzheimer disease and dementia","1930"
"2022","Maine","Renal failure","11"
"2022","Maine","Hypertensive diseases","586"
"2022","Maine","Other diseases of the respiratory system","33"
"2022","Maine","Diabetes","404"
"2022","Maine","Other diseases of the circulatory system","1068"
"2022","Maine","Influenza and pneumonia","56"
"2022","Maine","Ischemic heart disease","1865"
"2022","Maine","Malignant neoplasms","3376"
"2022","Maryland","Cerebrovascular diseases","3283"
"2022","Maryland","Chronic lower respiratory disease","1922"
"2022","Maryland","Hypertensive diseases","2166"
"2022","Maryland","Heart failure","883"
"2022","Maryland","Other diseases of the circulatory system","3741"
"2022","Maryland","Alzheimer disease and dementia","4976"
"2022","Maryland","Sepsis","958"
"2022","Maryland","Malignant neoplasms","10720"
"2022","Maryland","Ischemic heart disease","6318"
"2022","Maryland","Influenza and pneumonia","528"
"2022","Maryland","Other diseases of the respiratory system","985"
"2022","Maryland","Diabetes","1772"
"2022","Maryland","Renal failure","609"
"2022","Massachusetts","Sepsis","958"
"2022","Massachusetts","Ischemic heart disease","5683"
"2022","Massachusetts","Cerebrovascular diseases","2391"
"2022","Massachusetts","Diabetes","1513"
"2022","Massachusetts","Influenza and pneumonia","914"
"2022","Massachusetts","Hypertensive diseases","1523"
"2022","Massachusetts","Other diseases of the circulatory system","4441"
"2022","Massachusetts","Renal failure","1390"
"2022","Massachusetts","Malignant neoplasms","12743"
"2022","Massachusetts","Other diseases of the respiratory system","1804"
"2022","Massachusetts","Heart failure","2142"
"2022","Massachusetts","Chronic lower respiratory disease","2381"
"2022","Massachusetts","Alzheimer disease and dementia","7101"
"2022","Michigan","Alzheimer disease and dementia","8420"
"2022","Michigan","Ischemic heart disease","14945"
"2022","Michigan","Diabetes","3384"
"2022","Michigan","Influenza and pneumonia","1407"
"2022","Michigan","Heart failure","3043"
"2022","Michigan","Hypertensive diseases","5291"
"2022","Michigan","Sepsis","1286"
"2022","Michigan","Cerebrovascular diseases","5678"
"2022","Michigan","Chronic lower respiratory disease","5217"
"2022","Michigan","Other diseases of the circulatory system","6026"
"2022","Michigan","Other diseases of the respiratory system","1784"
"2022","Michigan","Renal failure","2028"
"2022","Michigan","Malignant neoplasms","20743"
"2022","Minnesota","Other diseases of the circulatory system","3207"
"2022","Minnesota","Ischemic heart disease","4457"
"2022","Minnesota","Other diseases of the respiratory system","883"
"2022","Minnesota","Malignant neoplasms","10352"
"2022","Minnesota","Cerebrovascular diseases","2335"
"2022","Minnesota","Diabetes","1514"
"2022","Minnesota","Influenza and pneumonia","274"
"2022","Minnesota","Heart failure","969"
"2022","Minnesota","Renal failure","324"
"2022","Minnesota","Hypertensive diseases","1878"
"2022","Minnesota","Chronic lower respiratory disease","2161"
"2022","Minnesota","Sepsis","238"
"2022","Minnesota","Alzheimer disease and dementia","5545"
"2022","Mississippi","Other diseases of the circulatory system","1717"
"2022","Mississippi","Other diseases of the respiratory system","524"
"2022","Mississippi","Hypertensive diseases","2174"
"2022","Mississippi","Alzheimer disease and dementia","2878"
"2022","Mississippi","Cerebrovascular diseases","1823"
"2022","Mississippi","Sepsis","45"
"2022","Mississippi","Ischemic heart disease","4305"
"2022","Mississippi","Chronic lower respiratory disease","2206"
"2022","Mississippi","Renal failure","614"
"2022","Mississippi","Malignant neoplasms","6496"
"2022","Mississippi","Diabetes","1258"
"2022","Mississippi","Influenza and pneumonia","624"
"2022","Mississippi","Heart failure","1405"
"2022","Missouri","Chronic lower respiratory disease","3841"
"2022","Missouri","Malignant neoplasms","13435"
"2022","Missouri","Sepsis","1078"
"2022","Missouri","Other diseases of the circulatory system","4117"
"2022","Missouri","Influenza and pneumonia","1077"
"2022","Missouri","Heart failure","2643"
"2022","Missouri","Alzheimer disease and dementia","6051"
"2022","Missouri","Other diseases of the respiratory system","1691"
"2022","Missouri","Diabetes","1887"
"2022","Missouri","Hypertensive diseases","2199"
"2022","Missouri","Cerebrovascular diseases","3342"
"2022","Missouri","Renal failure","1729"
"2022","Missouri","Ischemic heart disease","8749"
"2022","Montana","Ischemic heart disease","1550"
"2022","Montana","Malignant neoplasms","2212"
"2022","Montana","Other diseases of the circulatory system","532"
"2022","Montana","Heart failure","11"
"2022","Montana","Hypertensive diseases","11"
"2022","Montana","Diabetes","12"
"2022","Montana","Alzheimer disease and dementia","1031"
"2022","Montana","Chronic lower respiratory disease","438"
"2022","Montana","Cerebrovascular diseases","98"
"2022","Nebraska","Heart failure","327"
"2022","Nebraska","Alzheimer disease and dementia","1960"
"2022","Nebraska","Chronic lower respiratory disease","885"
"2022","Nebraska","Other diseases of the respiratory system","57"
"2022","Nebraska","Malignant neoplasms","3502"
"2022","Nebraska","Cerebrovascular diseases","853"
"2022","Nebraska","Other diseases of the circulatory system","1310"
"2022","Nebraska","Ischemic heart disease","1666"
"2022","Nebraska","Diabetes","340"
"2022","Nebraska","Influenza and pneumonia","48"
"2022","Nebraska","Renal failure","12"
"2022","Nebraska","Sepsis","12"
"2022","Nebraska","Hypertensive diseases","864"
"2022","Nevada","Malignant neoplasms","5440"
"2022","Nevada","Influenza and pneumonia","431"
"2022","Nevada","Diabetes","911"
"2022","Nevada","Alzheimer disease and dementia","2185"
"2022","Nevada","Heart failure","110"
"2022","Nevada","Other diseases of the respiratory system","145"
"2022","Nevada","Cerebrovascular diseases","1534"
"2022","Nevada","Hypertensive diseases","1879"
"2022","Nevada","Renal failure","13"
"2022","Nevada","Ischemic heart disease","3998"
"2022","Nevada","Other diseases of the circulatory system","2010"
"2022","Nevada","Chronic lower respiratory disease","1637"
"2022","New Hampshire","Chronic lower respiratory disease","684"
"2022","New Hampshire","Other diseases of the respiratory system","15"
"2022","New Hampshire","Diabetes","150"
"2022","New Hampshire","Heart failure","183"
"2022","New Hampshire","Malignant neoplasms","2789"
"2022","New Hampshire","Hypertensive diseases","46"
"2022","New Hampshire","Alzheimer disease and dementia","1525"
"2022","New Hampshire","Ischemic heart disease","1490"
"2022","New Hampshire","Cerebrovascular diseases","420"
"2022","New Hampshire","Other diseases of the circulatory system","903"
"2022","New Jersey","Diabetes","2090"
"2022","New Jersey","Other diseases of the respiratory system","2648"
"2022","New Jersey","Malignant neoplasms","15193"
"2022","New Jersey","Influenza and pneumonia","1153"
"2022","New Jersey","Other diseases of the circulatory system","5969"
"2022","New Jersey","Hypertensive diseases","2333"
"2022","New Jersey","Cerebrovascular diseases","3610"
"2022","New Jersey","Heart failure","2903"
"2022","New Jersey","Chronic lower respiratory disease","2687"
"2022","New Jersey","Sepsis","2024"
"2022","New Jersey","Renal failure","1758"
"2022","New Jersey","Ischemic heart disease","9161"
"2022","New Jersey","Alzheimer disease and dementia","6639"
"2022","New Mexico","Ischemic heart disease","2905"
"2022","New Mexico","Diabetes","769"
"2022","New Mexico","Cerebrovascular diseases","966"
"2022","New Mexico","Influenza and pneumonia","96"
"2022","New Mexico","Other diseases of the circulatory system","791"
"2022","New Mexico","Other diseases of the respiratory system","181"
"2022","New Mexico","Chronic lower respiratory disease","1084"
"2022","New Mexico","Alzheimer disease and dementia","1717"
"2022","New Mexico","Heart failure","133"
"2022","New Mexico","Sepsis","13"
"2022","New Mexico","Hypertensive diseases","169"
"2022","New Mexico","Renal failure","57"
"2022","New Mexico","Malignant neoplasms","3492"
"2022","New York","Other diseases of the respiratory system","2956"
"2022","New York","Alzheimer disease and dementia","9570"
"2022","New York","Sepsis","1443"
"2022","New York","Renal failure","1780"
"2022","New York","Diabetes","2990"
"2022","New York","Hypertensive diseases","4247"
"2022","New York","Cerebrovascular diseases","4259"
