"year","jurisdiction","cause_subgroup","deaths"
"2017","New York City","Malignant neoplasms","13268"
"2017","North Carolina","Alzheimer disease and dementia","9516"
"2017","North Carolina","Heart failure","2859"
"2017","North Carolina","Diabetes","2906"
"2017","North Carolina","Malignant neoplasms","19734"
"2017","North Carolina","Hypertensive diseases","2273"
"2017","North Carolina","Chronic lower respiratory disease","5558"
"2017","North Carolina","Ischemic heart disease","10288"
"2017","North Carolina","Cerebrovascular diseases","5103"
"2017","North Carolina","Renal failure","2013"
"2017","North Carolina","Sepsis","1515"
"2017","North Carolina","Influenza and pneumonia","2090"
"2017","North Carolina","Other diseases of the respiratory system","2443"
"2017","North Carolina","Other diseases of the circulatory system","5404"
"2017","North Dakota","Alzheimer disease and dementia","517"
"2017","North Dakota","Influenza and pneumonia","11"
"2017","North Dakota","Cerebrovascular diseases","82"
"2017","North Dakota","Other diseases of the circulatory system","175"
"2017","North Dakota","Chronic lower respiratory disease","115"
"2017","North Dakota","Malignant neoplasms","1367"
"2017","North Dakota","Ischemic heart disease","819"
"2017","Ohio","Sepsis","2080"
"2017","Ohio","Other diseases of the circulatory system","8314"
"2017","Ohio","Chronic lower respiratory disease","7252"
"2017","Ohio","Diabetes","3723"
"2017","Ohio","Cerebrovascular diseases","6410"
"2017","Ohio","Malignant neoplasms","25610"
"2017","Ohio","Influenza and pneumonia","2231"
"2017","Ohio","Heart failure","3612"
"2017","Ohio","Alzheimer disease and dementia","11620"
"2017","Ohio","Renal failure","2171"
"2017","Ohio","Hypertensive diseases","3418"
"2017","Ohio","Other diseases of the respiratory system","3245"
"2017","Ohio","Ischemic heart disease","15288"
"2017","Oklahoma","Hypertensive diseases","3140"
"2017","Oklahoma","Heart failure","594"
"2017","Oklahoma","Influenza and pneumonia","407"
"2017","Oklahoma","Diabetes","1366"
"2017","Oklahoma","Cerebrovascular diseases","1862"
"2017","Oklahoma","Other diseases of the respiratory system","479"
"2017","Oklahoma","Sepsis","110"
"2017","Oklahoma","Chronic lower respiratory disease","2934"
"2017","Oklahoma","Ischemic heart disease","5885"
"2017","Oklahoma","Renal failure","137"
"2017","Oklahoma","Alzheimer disease and dementia","3153"
"2017","Oklahoma","Malignant neoplasms","7982"
"2017","Oklahoma","Other diseases of the circulatory system","1561"
"2017","Oregon","Hypertensive diseases","861"
"2017","Oregon","Diabetes","1221"
"2017","Oregon","Chronic lower respiratory disease","2057"
"2017","Oregon","Ischemic heart disease","3374"
"2017","Oregon","Cerebrovascular diseases","2053"
"2017","Oregon","Sepsis","11"
"2017","Oregon","Heart failure","1016"
"2017","Oregon","Alzheimer disease and dementia","4253"
"2017","Oregon","Influenza and pneumonia","343"
"2017","Oregon","Malignant neoplasms","8054"
"2017","Oregon","Other diseases of the circulatory system","2564"
"2017","Oregon","Renal failure","81"
"2017","Oregon","Other diseases of the respiratory system","491"
"2017","Pennsylvania","Diabetes","3702"
"2017","Pennsylvania","Alzheimer disease and dementia","12575"
"2017","Pennsylvania","Chronic lower respiratory disease","6665"
"2017","Pennsylvania","Other diseases of the circulatory system","9610"
"2017","Pennsylvania","Ischemic heart disease","17706"
"2017","Pennsylvania","Other diseases of the respiratory system","3905"
"2017","Pennsylvania","Hypertensive diseases","2772"
"2017","Pennsylvania","Influenza and pneumonia","2753"
"2017","Pennsylvania","Malignant neoplasms","28552"
"2017","Pennsylvania","Sepsis","2455"
"2017","Pennsylvania","Heart failure","4766"
"2017","Pennsylvania","Cerebrovascular diseases","6786"
"2017","Pennsylvania","Renal failure","2891"
"2017","Puerto Rico","Other diseases of the circulatory system","950"
"2017","Puerto Rico","Renal failure","862"
"2017","Puerto Rico","Heart failure","256"
"2017","Puerto Rico","Hypertensive diseases","1305"
"2017","Puerto Rico","Sepsis","748"
"2017","Puerto Rico","Chronic lower respiratory disease","1181"
"2017","Puerto Rico","Ischemic heart disease","3625"
"2017","Puerto Rico","Diabetes","3248"
"2017","Puerto Rico","Cerebrovascular diseases","1215"
"2017","Puerto Rico","Malignant neoplasms","5221"
"2017","Puerto Rico","Other diseases of the respiratory system","556"
"2017","Puerto Rico","Influenza and pneumonia","749"
"2017","Puerto Rico","Alzheimer disease and dementia","2716"
"2017","Rhode Island","Hypertensive diseases","37"
"2017","Rhode Island","Diabetes","14"
"2017","Rhode Island","Heart failure","14"
"2017","Rhode Island","Ischemic heart disease","1493"
"2017","Rhode Island","Cerebrovascular diseases","188"
"2017","Rhode Island","Influenza and pneumonia","15"
"2017","Rhode Island","Other diseases of the circulatory system","284"
"2017","Rhode Island","Chronic lower respiratory disease","328"
"2017","Rhode Island","Alzheimer disease and dementia","1298"
"2017","Rhode Island","Malignant neoplasms","2208"
"2017","South Carolina","Influenza and pneumonia","570"
"2017","South Carolina","Heart failure","1307"
"2017","South Carolina","Sepsis","786"
"2017","South Carolina","Diabetes","1517"
"2017","South Carolina","Cerebrovascular diseases","2628"
"2017","South Carolina","Malignant neoplasms","10052"
"2017","South Carolina","Other diseases of the respiratory system","1088"
"2017","South Carolina","Other diseases of the circulatory system","3340"
"2017","South Carolina","Chronic lower respiratory disease","2945"
"2017","South Carolina","Alzheimer disease and dementia","4823"
"2017","South Carolina","Hypertensive diseases","1247"
"2017","South Carolina","Ischemic heart disease","5357"
"2017","South Carolina","Renal failure","867"
"2017","South Dakota","Cerebrovascular diseases","145"
"2017","South Dakota","Influenza and pneumonia","12"
"2017","South Dakota","Ischemic heart disease","1129"
"2017","South Dakota","Diabetes","45"
"2017","South Dakota","Malignant neoplasms","1728"
"2017","South Dakota","Hypertensive diseases","11"
"2017","South Dakota","Other diseases of the circulatory system","197"
"2017","South Dakota","Chronic lower respiratory disease","278"
"2017","South Dakota","Alzheimer disease and dementia","521"
"2017","Tennessee","Sepsis","1101"
"2017","Tennessee","Influenza and pneumonia","1761"
"2017","Tennessee","Chronic lower respiratory disease","4806"
"2017","Tennessee","Malignant neoplasms","14752"
"2017","Tennessee","Hypertensive diseases","2259"
"2017","Tennessee","Renal failure","1180"
"2017","Tennessee","Ischemic heart disease","10215"
"2017","Tennessee","Other diseases of the circulatory system","4167"
"2017","Tennessee","Heart failure","1531"
"2017","Tennessee","Diabetes","1967"
"2017","Tennessee","Other diseases of the respiratory system","1620"
"2017","Tennessee","Alzheimer disease and dementia","6945"
"2017","Tennessee","Cerebrovascular diseases","3882"
"2017","Texas","Alzheimer disease and dementia","18444"
"2017","Texas","Chronic lower respiratory disease","10751"
"2017","Texas","Ischemic heart disease","25727"
"2017","Texas","Diabetes","5870"
"2017","Texas","Hypertensive diseases","6442"
"2017","Texas","Other diseases of the respiratory system","4943"
"2017","Texas","Influenza and pneumonia","2976"
"2017","Texas","Cerebrovascular diseases","10942"
"2017","Texas","Other diseases of the circulatory system","11964"
"2017","Texas","Heart failure","5573"
"2017","Texas","Renal failure","4249"
"2017","Texas","Sepsis","4366"
"2017","Texas","Malignant neoplasms","41122"
"2017","United States","Cerebrovascular diseases","146205"
"2017","United States","Malignant neoplasms","598376"
"2017","United States","Other diseases of the circulatory system","176132"
"2017","United States","Other diseases of the respiratory system","65077"
"2017","United States","Hypertensive diseases","90140"
"2017","United States","Alzheimer disease and dementia","261156"
"2017","United States","Diabetes","83446"
"2017","United States","Renal failure","49607"
"2017","United States","Sepsis","40868"
"2017","United States","Chronic lower respiratory disease","159744"
"2017","United States","Ischemic heart disease","365897"
"2017","United States","Heart failure","80295"
"2017","United States","Influenza and pneumonia","55508"
"2017","Utah","Hypertensive diseases","81"
"2017","Utah","Influenza and pneumonia","114"
"2017","Utah","Other diseases of the circulatory system","1147"
"2017","Utah","Chronic lower respiratory disease","772"
"2017","Utah","Malignant neoplasms","3256"
"2017","Utah","Ischemic heart disease","1776"
"2017","Utah","Cerebrovascular diseases","899"
"2017","Utah","Alzheimer disease and dementia","1880"
"2017","Utah","Other diseases of the respiratory system","183"
"2017","Utah","Heart failure","934"
"2017","Utah","Diabetes","479"
"2017","Utah","Renal failure","63"
"2017","Vermont","Other diseases of the circulatory system","60"
"2017","Vermont","Ischemic heart disease","801"
"2017","Vermont","Alzheimer disease and dementia","498"
"2017","Vermont","Chronic lower respiratory disease","47"
"2017","Vermont","Malignant neoplasms","1394"
"2017","Virginia","Diabetes","1951"
"2017","Virginia","Cerebrovascular diseases","3513"
"2017","Virginia","Influenza and pneumonia","1154"
"2017","Virginia","Chronic lower respiratory disease","3297"
"2017","Virginia","Alzheimer disease and dementia","6956"
"2017","Virginia","Malignant neoplasms","14833"
"2017","Virginia","Ischemic heart disease","7438"
"2017","Virginia","Heart failure","2482"
"2017","Virginia","Other diseases of the respiratory system","1810"
"2017","Virginia","Renal failure","1565"
"2017","Virginia","Hypertensive diseases","1541"
"2017","Virginia","Sepsis","1208"
"2017","Virginia","Other diseases of the circulatory system","4608"
"2017","Washington","Other diseases of the circulatory system","3669"
"2017","Washington","Influenza and pneumonia","916"
"2017","Washington","Alzheimer disease and dementia","6028"
"2017","Washington","Heart failure","522"
"2017","Washington","Cerebrovascular diseases","3032"
"2017","Washington","Renal failure","114"
"2017","Washington","Chronic lower respiratory disease","3150"
"2017","Washington","Other diseases of the respiratory system","1414"
"2017","Washington","Malignant neoplasms","12679"
"2017","Washington","Sepsis","305"
"2017","Washington","Ischemic heart disease","6652"
"2017","Washington","Diabetes","1822"
"2017","Washington","Hypertensive diseases","1823"
"2017","West Virginia","Diabetes","822"
"2017","West Virginia","Other diseases of the circulatory system","1018"
"2017","West Virginia","Sepsis","23"
"2017","West Virginia","Other diseases of the respiratory system","76"
"2017","West Virginia","Influenza and pneumonia","174"
"2017","West Virginia","Chronic lower respiratory disease","1681"
"2017","West Virginia","Malignant neoplasms","4526"
"2017","West Virginia","Renal failure","156"
"2017","West Virginia","Alzheimer disease and dementia","1720"
"2017","West Virginia","Cerebrovascular diseases","1017"
"2017","West Virginia","Ischemic heart disease","3219"
"2017","West Virginia","Hypertensive diseases","337"
"2017","West Virginia","Heart failure","179"
"2017","Wisconsin","Other diseases of the circulatory system","3464"
"2017","Wisconsin","Renal failure","847"
"2017","Wisconsin","Ischemic heart disease","6560"
"2017","Wisconsin","Malignant neoplasms","11267"
"2017","Wisconsin","Alzheimer disease and dementia","5642"
"2017","Wisconsin","Diabetes","1420"
"2017","Wisconsin","Influenza and pneumonia","905"
"2017","Wisconsin","Hypertensive diseases","1336"
"2017","Wisconsin","Cerebrovascular diseases","2491"
"2017","Wisconsin","Other diseases of the respiratory system","1123"
"2017","Wisconsin","Heart failure","1606"
"2017","Wisconsin","Sepsis","293"
"2017","Wisconsin","Chronic lower respiratory disease","2797"
"2017","Wyoming","Ischemic heart disease","301"
"2017","Wyoming","Alzheimer disease and dementia","34"
"2017","Wyoming","Chronic lower respiratory disease","37"
"2017","Wyoming","Malignant neoplasms","887"
"2018","Alabama","Heart failure","2511"
"2018","Alabama","Malignant neoplasms","10385"
"2018","Alabama","Ischemic heart disease","4939"
"2018","Alabama","Hypertensive diseases","1547"
"2018","Alabama","Other diseases of the respiratory system","1392"
"2018","Alabama","Sepsis","992"
"2018","Alabama","Influenza and pneumonia","1237"
"2018","Alabama","Diabetes","1133"
"2018","Alabama","Chronic lower respiratory disease","3534"
"2018","Alabama","Alzheimer disease and dementia","4757"
"2018","Alabama","Renal failure","997"
"2018","Alabama","Other diseases of the circulatory system","5392"
"2018","Alabama","Cerebrovascular diseases","2976"
"2018","Alaska","Ischemic heart disease","168"
"2018","Alaska","Other diseases of the circulatory system","12"
"2018","Alaska","Malignant neoplasms","885"
"2018","Alaska","Alzheimer disease and dementia","22"
"2018","Arizona","Other diseases of the respiratory system","1231"
"2018","Arizona","Heart failure","715"
"2018","Arizona","Cerebrovascular diseases","2828"
"2018","Arizona","Chronic lower respiratory disease","3866"
"2018","Arizona","Alzheimer disease and dementia","5242"
"2018","Arizona","Other diseases of the circulatory system","3196"
"2018","Arizona","Ischemic heart disease","7820"
"2018","Arizona","Hypertensive diseases","2495"
"2018","Arizona","Diabetes","2043"
"2018","Arizona","Influenza and pneumonia","1044"
"2018","Arizona","Sepsis","111"
"2018","Arizona","Renal failure","569"
"2018","Arizona","Malignant neoplasms","12159"
"2018","Arkansas","Other diseases of the respiratory system","337"
"2018","Arkansas","Chronic lower respiratory disease","2395"
"2018","Arkansas","Alzheimer disease and dementia","2865"
"2018","Arkansas","Hypertensive diseases","1578"
"2018","Arkansas","Renal failure","520"
"2018","Arkansas","Sepsis","158"
"2018","Arkansas","Malignant neoplasms","6355"
"2018","Arkansas","Cerebrovascular diseases","1486"
